work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,0.0954061586061601,-0.16460537759301083,-1.3783782660851995,-0.4579044522885857,-1.446366195097786,0.4414542895519079,-1.4912605166897923,1.2403457692652027
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,1.8992081704173833,-0.04147540107974154,0.6790207687845939,2.083281507558465,-0.46052732749713665,0.4414542895519079,-0.429997256571036,-1.8201822061168222
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,-1.3286480612448057,-0.1548845899735422,-1.1497783733218891,-0.04617666998719166,-1.1177532392309029,-2.265240192852213,-1.1166970131184666,-0.2899182184258097
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,2.4688298583577697,-0.1970080029912396,0.6790207687845939,-1.3018258115582,-0.9534467612974613,0.4414542895519079,-0.9918425119280246,-1.8201822061168222
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,1.6143973264471903,-0.11276117695584482,0.6790207687845939,0.5317739862966603,0.7991556699925819,-2.265240192852213,0.7561205047381624,1.2403457692652027
-2.0320239686567767,1.386583267337418,-0.1692376014587799,-0.8539633212944837,-0.1633092725770817,0.6790207687845939,-0.5683858924162558,0.7991556699925819,0.4414542895519079,0.7561205047381624,1.2403457692652027
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,1.2346495344869326,-0.08683907663726181,0.6790207687845939,1.095958539482771,0.7991556699925819,0.4414542895519079,0.7561205047381624,-1.8201822061168222
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,0.0954061586061601,6.918608534459796,-0.9211784805585788,-1.0798897129486136,-0.8439091093418336,-2.265240192852213,-0.8669880107375827,1.2403457692652027
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,-1.2337111132547411,-0.12248196457531345,0.6790207687845939,0.3202047788518687,0.7991556699925819,0.4414542895519079,0.7561205047381624,1.2403457692652027
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,1.1397125864968682,-0.1289624896549592,0.6790207687845939,0.179158640555341,0.032392106303187986,-2.265240192852213,0.13184799878595274,-1.8201822061168222
-2.0320239686567767,1.386583267337418,-0.1692376014587799,0.0954061586061601,-0.18080669029212523,-1.3783782660851995,-0.8600552017996455,-1.1725220652087167,0.4414542895519079,-1.1791242637136876,-1.8201822061168222
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,0.0954061586061601,1.7341884707431947,-0.6925785877952684,-1.0129492157130815,-0.7343714573862059,0.4414542895519079,-0.6797062589519198,1.2403457692652027
-2.0320239686567767,1.386583267337418,-0.1692376014587799,0.0954061586061601,-0.18728721537177098,-1.3783782660851995,-1.0209183225268352,-1.1725220652087167,0.4414542895519079,-1.1791242637136876,-0.2899182184258097
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,1.0447756385068039,-0.15358848495761307,0.6790207687845939,-0.3568166849714643,0.7991556699925819,0.4414542895519079,0.7561205047381624,1.2403457692652027
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,-0.8539633212944837,-0.1548845899735422,0.6790207687845939,-0.3850259126307698,0.7991556699925819,0.4414542895519079,0.7561205047381624,1.2403457692652027
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,-0.8539633212944837,-0.2047846330868145,0.6790207687845939,-1.4710811775140331,0.14192975825881568,-2.265240192852213,0.1942752493811737,1.2403457692652027
-2.0320239686567767,1.386583267337418,-0.1692376014587799,-0.3792785813441618,2.673864607291829,-0.463978695031958,-0.995910842206861,-0.46052732749713665,0.4414542895519079,-0.429997256571036,-1.8201822061168222
-2.0320239686567767,0.14885379193475232,-0.1692376014587799,-1.3286480612448057,-0.14516380235407358,-1.3783782660851995,0.02467080527915421,0.19669858423662953,0.4414542895519079,-1.1166970131184666,-1.8201822061168222
-2.0320239686567767,1.386583267337418,-0.1692376014587799,-0.18940468536403304,0.06415715771848422,-0.6925785877952684,-1.503423057025427,-0.7343714573862059,-2.265240192852213,-0.6797062589519198,-0.2899182184258097
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,1.1397125864968682,-0.1736781127045149,0.6790207687845939,-0.7940597136907002,0.30623623619225726,0.4414542895519079,0.7561205047381624,-0.2899182184258097
-2.0320239686567767,-1.0888756834679136,-0.1692376014587799,1.6143973264471903,-0.01620135326912311,-1.8355780516118203,-0.9727510662985711,-1.6106726730312275,0.4414542895519079,-1.6785422684754552,-0.2899182184258097
